"Phrase, Frequency"
"AND THUS THE NINETY,1"
"AND NOW THE CITY,1"
"AND ALMA SPAKE MANY,1"
"I AM MORMON AND A,1"
"AND I SAID,23"
"NEVERTHELESS THEY HARDENED THEIR HEARTS,1"
"AND HE KNOWETH,2"
"AND THEY BEGAN FROM THAT,1"
"YEA WHAT DO THE GENTILES,1"
"AND MY PEOPLE,3"
"YE HAVE SEEN,1"
"AND THEY THAT KILL,1"
"BUT WHATSOEVER THING PERSUADETH MEN,1"
"AND I SPAKE UNTO SAM,1"
"GO YE,1"
"WHEREFORE BECAUSE THAT,1"
"AND BECAUSE THAT I,2"
"AND THIS SHALL BE YOUR,1"
"THEREFORE IF A MAN,1"
"WHY SHOULD,1"
"BEHOLD THE LORD SAITH,1"
"WHEREFORE HE THAT,1"
"NOW ALMA BEING GRIEVED,1"
"I AM MORONI I AM,1"
"AND AFTER I AND MY,1"
"BUT MAY GOD GRANT THAT,1"
"FOR HE EXECUTETH ALL,1"
"AND WHATSOEVER THING IS,1"
"SEALED BY THE HAND OF,1"
"HOW UNSEARCHABLE ARE THE DEPTHS,1"
"WHAT,9"
"SURELY HE HAS,1"
"AND I LOOKED AS IF,1"
"AND ALSO ZEEZROM LAY,1"
"HE HATH CONFOUNDED,1"
"BEHOLD OUR INIQUITIES,1"
"REMEMBER THE GREATNESS,1"
"AND THUS FOR,1"
"AND HELAMAN,5"
"AND NOW THIS WAS,2"
"HAS THE END,1"
"AND THE REGULATIONS OF,1"
"YEA THEY SPIT UPON,1"
"FOR WE KNOW NOT,1"
"AND THUS WITHOUT,1"
"AND THEY CAME DOWN AND,1"
"NOW BEHOLD HELAMAN,1"
"DO NOT SAY O GOD,1"
"FOR EVERY MAN RECEIVETH WAGES,1"
"WHEN,3"
"AND SHE SPAKE,1"
"THUS THEY WERE PREPARED,1"
"HE COMMANDETH,1"
"BUT AMULEK STRETCHED FORTH HIS,1"
"FOR IF YE FORGIVE,1"
"AND HELAMAN DIED IN THE,1"
"BUT BEHOLD FOR NONE,1"
"BEHOLD O MY SON HOW,1"
"AND NOW HOW,2"
"NOW BECAUSE GIDEON,1"
"THUS THE NEPHITES,1"
"NOW TELL US AND,1"
"AND IN THE THREE HUNDRED,2"
"NOW I MORONI WRITE,1"
"AND IN ONE YEAR WERE,1"
"NOW YE KNOW THAT,2"
"TAKE COUNSEL TOGETHER,1"
"NOW THIS WAS IN THE,1"
"ABOVE IT,1"
"BUT BEHOLD THEIR NAKED SKINS,1"
"BEHOLD IT IS TIME,1"
"WHEREFORE BY THE WORDS OF,1"
"HEARKEN AND HEAR THIS O,1"
"FOR BEHOLD HE JUDGETH AND,1"
"BUT THE LORD KNOWETH ALL,1"
"AND BLESSED BE,1"
"AND AMULEK HATH SPOKEN,1"
"FOR THUS SAITH THE SCRIPTURE,1"
"NOW THERE WAS NOT ONE,1"
"AND THE SONS OF,1"
"HE IS,3"
"AND NOW I MORONI DO,1"
"AND THEN ALSO COMETH,1"
"BUT AFTER ALMA HAD SHOWN,1"
"AND NOW HE SAYS,1"
"NEVERTHELESS THEY HARDENED THEIR,1"
"NEVERTHELESS HE HAD REFUSED,1"
"THEREFORE THE ARMIES,1"
"THEREFORE MORIANTON PUT IT INTO,1"
"NOW AARON HAD,1"
"AT LENGTH THEIR PROVISIONS DID,1"
"REMEMBER THE,3"
"AND IT DID WORK FOR,1"
"AND BEHOLD THIS WILL,1"
"AND THUS WE SEE HOW,2"
"MY HEART,1"
"THE LORD STANDETH,1"
"AND AFTER THEY GO,1"
"AND NOW O INHABITANTS OF,1"
"YEA WHAT DO THE,1"
"YEA THEY HAVE,1"
"BUT BEHOLD THERE SHALL BE,1"
"AND HE SHALL ALSO,1"
"AMEN AND AFTER THIS MANNER,1"
"AND IT WAS BECAUSE THE,1"
"THE INTERPRETATION,1"
"THEREFORE I SAID UNTO,1"
"AND THE EARTH WAS,1"
"AND BEHOLD THE THINGS WHICH,1"
"AND BEHOLD THE ROOTS OF,1"
"EVERY TREE THAT BRINGETH,1"
"AND UPON THE WINGS OF,1"
"SHALL THE AX,1"
"NOW THERE WAS A GREAT,1"
"AND THESE ARE MY,1"
"AND THUS THEY SHOULD,1"
"BEHOLD WILL YE REJECT,1"
"YEA AND HAVE YOU,1"
"FOR BEHOLD HE SURELY MUST,1"
"AND NOW BEHOLD AND TELL,1"
"FOR BEHOLD THE TIME COMETH,1"
"BEHOLD THIS IS A CHOICE,1"
"FOR ANTIPUS HAD FALLEN,1"
"NOW I SURELY,1"
"AND THIS WORK,1"
"YEA HE SAW GREAT INEQUALITY,1"
"AND AGAIN THAT,1"
"NEVERTHELESS THERE WERE MANY AMONG,1"
"FOR IN THAT DAY,1"
"NOW THESE DISSENTERS HAVING,1"
"AND HE CAUSED TOWERS TO,1"
"I HID,1"
"FOR AS SURE AS,1"
"THE WORDS OF CHRIST,1"
"AND HE SHALL BE CALLED,1"
"FOR THEY KNEW NOT THAT,1"
"THEREFORE MORE BLESSED,1"
"AND IT WAS IN THE,2"
"YEA EVEN SIX,1"
"ALSO I HEARD,1"
"WHY DO YE SET YOUR,1"
"AND GOD SHALL SHOW UNTO,1"
"OR IN FINE IN THE,1"
"BUT BEHOLD IT WAS NIGHT,1"
"HE WAS TAKEN,1"
"AND HE SAID BEHOLD,2"
"AND THEY GATHERED THEMSELVES TOGETHER,1"
"YEA WHAT SHALL I DO,1"
"YE DO NOT,2"
"THEIR LAND,2"
"AND CORIANTUMR HAD TAKEN,1"
"YEA TEN ACRES OF VINEYARD,1"
"YEA AND DO YE NOT,1"
"BUT YET,1"
"AND IT DID WORK,1"
"AND BEHOLD IT WAS,2"
"BUT IN THIS THING,1"
"AND THEY SENT AND,1"
"FOR ALL THIS HIS,5"
"AND THOU BEHELDEST,2"
"AND AGAIN MY SON THERE,1"
"FOR HE SAID THOU,1"
"AND NOW BEHOLD WILL NOT,1"
"AND THE LAMB OF GOD,1"
"AND WHOREDOMS ARE,1"
"NOW ZERAHEMNAH WHEN,1"
"AND BEHOLD THEY HAVE,1"
"AND WHOREDOMS ARE AN,1"
"AND THE PROPHECIES WHICH HE,1"
"BEHOLD AND REMEMBER THE HOLY,1"
"WHEREFORE CLEAVE,1"
"THEY HAVE GOT POSSESSION OF,1"
"AND ALSO MANY,2"
"AND ALSO TRUST NO ONE,1"
"NOW BEHOLD THIS GIVETH MY,1"
"WHEREFORE ALL MANKIND WERE,1"
"WHEREFORE IF YE HAVE SOUGHT,1"
"AND NOW BECAUSE OF THIS,2"
"FOR HE SAITH ARE NOT,1"
"NOW KORIHOR,1"
"AMEN AND NOW KING,1"
"NOW IT WAS THOSE MEN,1"
"FOR I AM INFIRM AND,1"
"FOR O HOW,1"
"WHEREFORE I SHALL GIVE COMMANDMENT,1"
"O LORD LOOK UPON ME,1"
"YEA HAD IT NOT,1"
"AND BECAUSE OF THEIR INIQUITY,1"
"AND FOUR HUNDRED YEARS,1"
"AND NEVER COULD,1"
"AND THESE THINGS WHICH,1"
"BECAUSE OF,3"
"WHEREFORE AT THAT DAY WHEN,1"
"AND AN ACCOUNT OF MY,1"
"AND WHEN I DESIRE,1"
"AND NOW THE KING CRIED,1"
"CURSED IS,1"
"AND BEHOLD I WOULD,1"
"CEASE YE FROM,1"
"FOR YE SHALL,1"
"AND THUS ENDED THE TWENTIETH,1"
"AFTER THIS MANNER,1"
"AND NOW I KNOW,1"
"AND THE THINGS,4"
"AND THIS IS THE,8"
"AND MANY GRAVES,1"
"YEA AND CRY UNTO,1"
"AMMON SAID UNTO,1"
"WHEREFORE THE LORD COMMANDED,1"
"AND THEY PROFANED,1"
"NEVERTHELESS THEY WOULD,1"
"FOR MINE,1"
"BUT BEHOLD THEIR NAKED,1"
"AND BY THE,3"
"O HOW GREAT THE HOLINESS,1"
"AND I BEHELD THAT HE,1"
"ART THOU CUT DOWN TO,1"
"HOLY GOD WE BELIEVE THAT,1"
"AND THEY DID PRAY,2"
"AND THE LOFTINESS OF MAN,1"
"AND THERE IS,3"
"AND THE TWELVE,1"
"AND IN THIS STATE,1"
"IS IT NOT AS,2"
"AND AMMON BEGAN TO,1"
"AND WHEN IT,1"
"AND THEY SAID UNTO HIM,2"
"AND NOW I PROCEED,1"
"AND THEY DID PREACH THE,1"
"AND NOTWITHSTANDING I,1"
"FOR BEHOLD MY BRETHREN IT,1"
"PERHAPS,1"
"THUS DID ALMA,1"
"NOW THE AMLICITES,1"
"AND WHEN ALMA HAD,2"
"WHEREFORE IT SHALL COME,2"
"AND HEARTHOM WAS,1"
"AND IF THEY ARE,1"
"YEA I DID REMEMBER ALL,1"
"FOR WHAT COULD I WRITE,1"
'"NEVERTHELESS FOR MY NAME''S SAKE',1"
"NOW WE SHALL SAY,1"
"NOW THIS MARTYRDOM,1"
"BUT I SHOW UNTO,1"
"FOR AS JOSEPH,1"
"AND KING MOSIAH DID CAUSE,1"
"AND IN FINE WO,2"
"AND THE GENTILES ARE,1"
"YEA THEY HAVE ALL,1"
"WO UNTO SUCH AN,1"
"AND THE LAND WHICH,1"
"YEA TO WHOM HAVE I,1"
"AND THEY HAVE BROUGHT,1"
"FOR IT SUFFICETH,1"
"BEHOLD CAN YOU SUPPOSE,1"
"THEREFORE HOLD UP,1"
"HATH HE NOT,1"
"FOR I PRAY,1"
"BUT LIMHI,1"
"BUT BEHOLD IT MATTERETH,1"
"YEA AND AT THE LAST,1"
"I WILL SEND,1"
"GIVE NOT THAT WHICH,1"
"NOW WE WILL RETURN IN,1"
"FOR THE MOUNTAINS SHALL,1"
"BEHOLD MY SON THIS THING,1"
"BEHOLD YE CANNOT,1"
"FOR NONE OF THESE INIQUITIES,1"
"AND NOW THERE WAS A,2"
"AND AMNIGADDAH WAS THE,1"
"WHEREFORE LAMAN AND LEMUEL,1"
"AND THIS HE DID THAT,1"
"FOR IF YE UNDERSTAND THESE,1"
"REMEMBER THAT,1"
"O MY BRETHREN HEARKEN UNTO,1"
"AND AGAIN THEY,3"
"AND I SET GUARDS ROUND,1"
"DID HE NOT,1"
"THEREFORE PREPARE,1"
"AND IN THIS YEAR THEY,1"
"NOW HIS ARMIES WERE NOT,1"
"AND HE LOVETH,1"
"THE FATHER HAVING RAISED ME,1"
"AND FOR A TESTIMONY,1"
"AND NOW ZORAM I,1"
"AND OMER BEGAT,1"
"THEREFORE WHOSOEVER DESIRED,1"
"BEHOLD MY BRETHREN HE THAT,1"
"NOW AMONG THOSE WHO JOINED,1"
"O HOW,7"
"OR DO YE,2"
"NOW ZEEZROM SAID,3"
"BEHOLD HATH HE COMMANDED ANY,1"
"THEREFORE O,2"
"YEA IT GRIEVETH MY,1"
"THEREFORE I,21"
"HIS JOURNEYINGS,1"
"NOW THIS IS WHAT IS,1"
"TAKE THOU THE BRANCHES,1"
"AND WHILE THEY WERE THUS,1"
"AND SIX HUNDRED AND NINE,1"
"AND THESE WERE THE,2"
"AND BEHOLD THERE ARE,2"
"NEVERTHELESS THEY DID REBUKE,1"
"AND AGAIN MY BRETHREN I,2"
"THEREFORE MAY GOD GRANT,1"
"LAY,1"
"YE DO NOT REMEMBER,1"
"NOW THESE MYSTERIES ARE NOT,1"
"FOR HE TRULY SPAKE MANY,1"
"AND THE BAD,1"
"SUPPOSE YE THAT WE SHALL,1"
"AND TWICE WERE,1"
"AND HE ALSO PROPHESIETH,1"
"O THE GREATNESS AND,1"
"NOW WE DO NOT,2"
"IF YE WILL NOT BELIEVE,1"
"NOW AS MY MIND CAUGHT,1"
"FOR BEHOLD NEPHI HAD SPOKEN,1"
"AND THE CHIEF,1"
"AND WHEN HE,13"
"THEREFORE I HAVE WRITTEN,1"
"AND HIS BROTHER DID,1"
"AND WE WILL NOURISH AGAIN,1"
"FOR THY MAKER THY,1"
"AND I SPEAK UNTO YOU,1"
"AND THE LORD GOD HATH,1"
"NOW THE OBJECT,1"
"NOW BEHOLD IT CAME,1"
"AND WO IS ME BECAUSE,1"
"AND I PRAY THE FATHER,1"
"AND THEY DEPARTED OUT OF,1"
"FOR BEHOLD IF YE DENY,1"
"AND BEHOLD THERE WAS POWER,1"
"AND NEPHI AND,1"
"AND SUPPOSING THAT THEIR GREATEST,1"
"WHEREFORE HE SAID UNTO,2"
"BUT BEHOLD WHY,1"
"THE REMNANT SHALL RETURN,1"
"OR WILL HE SO,1"
"AND IF SO THIS FLESH,1"
"THEREFORE IT BECAME EXPEDIENT FOR,2"
"AND ASSUREDLY AS THE,1"
"THEY CROSS THE LARGE,1"
"NOT EVERY ONE,1"
"AND THUS ENDED THE ELEVENTH,1"
"WHEREFORE MAY GOD RAISE YOU,1"
"AND IN THAT DAY YE,1"
"FOR BEHOLD THE NEPHITES AND,1"
"THEY SHALL FEED IN THE,1"
"AMEN AN EPISTLE,1"
"AND AFTER THIS,17"
"THEREFORE BLESSED,3"
"YEA AND WHEN YOU DO,1"
"AND WHEN THE MULTITUDE,2"
"O THE GREATNESS,2"
"NOW THE PEOPLE SAID UNTO,1"
"AND THEY SOUGHT BY THE,1"
"AND GOD SHALL,1"
"AND NOW GO TO I,1"
"NOW WE DO NOT KNOW,1"
"AND IF THEIR WORKS,1"
"AND AS I LIVE SAITH,1"
"NO WEAPON THAT IS FORMED,1"
"IS IT NOT,2"
"LET,4"
"AND WHATSOEVER NATION SHALL UPHOLD,1"
"THEREFORE HE IS AS,1"
"AND MANY GREAT DESTRUCTIONS HAVE,1"
"AND I JAROM DO,1"
"THEN WILL THE,1"
"AND THEY RELATED UNTO,1"
"YEA AT THAT DAY,1"
"HEARKEN AND HEAR,1"
"BUT THE KING SAID,2"
"I HAVE SPOKEN THESE,1"
"BEHOLD IT IS EXPEDIENT,1"
"NOW THERE WAS NO LAWYER,1"
"AND IT MAY,1"
"YEA AND THE LORD,1"
"AND WE DID OBSERVE,1"
"NOW THIS IS WHAT,2"
"DOUBT NOT BUT,1"
"OH MY SOUL ALMOST AS,1"
"AND THEY WERE DIVIDED,1"
"YEA EVEN HE COMMANDED THEM,1"
"THEREFORE FOR THIS TIME I,1"
"BEHOLD I AMALEKI WAS,1"
"FEAR NOT FOR THOU SHALT,1"
"AND HE HATH MADE,1"
"YEA METHOUGHT,1"
"AND NOW BEHOLD WE WILL,2"
"AND OUR SPIRITS,1"
"AND AGAIN IT IS SAID,1"
"AND MY WORDS,1"
"AND ETHER WAS A,1"
"THEREFORE JACOB SEEING,1"
"AND WHEN MY,2"
"SING O HEAVENS AND,1"
"AND THUS GOD,2"
"NOW THOSE DESCENDANTS WERE AS,1"
"AND HE STRETCHED FORTH HIS,1"
"AND THEY WHO,1"
"AND YE YOURSELVES,1"
"AND THIS CHURCH DID MULTIPLY,1"
"WHEREFORE THE ENDS OF,1"
"AND THE WHOLE FACE,1"
"AND THEY DID MEET TOGETHER,1"
"THEN WHY SAYEST,1"
"AND WHO KNOWETH BUT,3"
"YE LOOK FORWARD,1"
"WITH ARROWS AND,1"
"IT SHALL NEVER BE INHABITED,1"
"AND I WOULD THAT,5"
"NOW MANY WOMEN,1"
"AND MORONI ALSO,2"
"AND AFTER THEY,14"
"AND ALSO I NEPHI,1"
"YEA EVEN ALL MEN WERE,1"
"AND THERE WAS ALSO A,2"
"YE CANNOT SUPPOSE THAT THIS,1"
"YEA THEY ARE GRASPED WITH,1"
"DO YE NOT REMEMBER,4"
"YEA HUMBLE YOURSELVES EVEN AS,1"
"O THAT HE WOULD,2"
"BUT BEHOLD IF A MAN,1"
"AND THUS HAD THE LAMANITES,1"
"AND WHILE I WAS THUS,1"
"DO YE SUPPOSE THAT,6"
"AND MOREOVER HE ALSO,1"
"AND NOW THEIR PRESERVATION,1"
"AND THERE COMETH,1"
"WOULD TO GOD,1"
"THEREFORE THE LORD HIMSELF SHALL,1"
"IF HE HATH REPENTED OF,1"
"THE ISLES SHALL WAIT,1"
"YEA WHAT,3"
"AND I WILL FORTIFY THIS,1"
"PRAY IN YOUR FAMILIES UNTO,1"
"BEHOLD I AM HE WHO,1"
"NOW THESE DISSENTERS HAVING THE,1"
"THEREFORE ALL,4"
"BUT YE SAY WHEREIN HAVE,1"
"AND ALMA SENT SPIES TO,1"
"GATHER TOGETHER,1"
"WO UNTO,18"
"AND THERE IS NONE,2"
"NOW THOSE PRIESTS WHO DID,1"
"AND I BEHELD,8"
"O THE VAINNESS,1"
"AND THE JUDGE SMOTE,1"
"AND I SAID I BEHOLD,1"
"YEA I KNOW THAT GOD,1"
"NOW THIS MELCHIZEDEK,1"
"AND THERE HAD BEEN,1"
"BUT WHEN HE,2"
"NOW I DO NOT,1"
"NOW WHETHER THERE,2"
"WILT THOU GRANT UNTO,1"
"AND THE LORD GOD SAID,1"
"AND WHEN YE,3"
"AND INSOMUCH AS,1"
"AND AGAIN THE,5"
"NOW SEEING,1"
"WHEREFORE I MORONI,1"
"NOW THE LAND OF MORON,1"
"AND THESE GADIANTON ROBBERS,1"
"BUT I HAVE,1"
"BUT AS THE,1"
"SEEK NOT AFTER,1"
"WHY SEEST THOU THIS MAN,1"
"AND I KNEW NOT,1"
"OR HOW WILT,1"
"O THEN YE UNBELIEVING TURN,1"
"THEREFORE ALMA DID,1"
"BUT BECAUSE OF PRIESTCRAFTS AND,1"
"AND I MORMON BEING A,1"
"WHY ARE,1"
"AND ACCORDING TO THE,1"
"WHEREFORE WHEN I LOOKED THAT,1"
"YEA THUS PROPHESIED JOSEPH I,1"
"AND EVEN I COULD,1"
"AND AS THEY,4"
'"HE TAKETH THREE DAYS''',1"
"YEA AS ONE,1"
"AND HE BREATHED OUT,1"
"FOR THE TIME SOON COMETH,1"
"NONE,1"
"BEHOLD THEIR WOMEN DID,1"
"FOR HE HAD BEEN,1"
"THUS HATH THE,1"
"COME,5"
"AND MANY DID BELIEVE HIS,1"
"IF HE,3"
"AND WHOMSOEVER YE RECEIVE,1"
"WRITTEN,3"
"AND THEY WENT DOWN,1"
"BELIEVEST THOU,3"
"YEA SHE DID STEAL,1"
"AND HE SHALL SMITE,1"
"AND AMINADI WAS,1"
"WHEREFORE ALL MANKIND WERE IN,1"
"LIFT,4"
"O THEN IF,1"
"NEVERTHELESS WHEN,2"
"WHEREFORE IF THEY,2"
"AND BEHOLD ACCORDING TO,1"
"FOR THEY WERE DESIROUS TO,1"
"BEHOLD I MAKE AN,2"
"O THEN IS,1"
"AND SO SPEEDY WAS,1"
"WO UNTO THEIR,1"
"SEARCH THE PROPHECIES OF,1"
"FOR BEHOLD FOR A,1"
"FOR HE IS LIKE,1"
"AND THE MULTITUDE,4"
"AND THEY ALSO BEGAN A,1"
"YEA AND I BEHELD,1"
"WHEREFORE THE LORD COMMANDED MY,1"
"THEY WILL ALSO BE AMONG,1"
"AND THE ANGEL SPAKE MORE,1"
"BEHOLD THEY ARE THEY,1"
"AND THE SERVANT SAID,1"
"AND THE LAMANITES HAD COMPASSION,1"
"AND THE LAND OF,1"
"NOW WHEN THE KING SAW,1"
"AND HE THAT ENDURETH,1"
"AND IT WILL,1"
"AND IF YE SHALL BELIEVE,1"
"YEA AND MY WORDS,1"
"AND HE ALSO SAID WHITHER,1"
"MOREOVER THE WORD,1"
"AND EXCEPT YE GRANT MINE,1"
"AND MORONI PLACED SPIES,1"
"WO UNTO THEM WHO,1"
"AND SHE CAME,1"
"BUT BEHOLD IT SUPPOSETH ME,1"
"AND AT THAT,1"
"AND HE DID HIDE THEM,1"
"YEA THEY DID MURMUR,1"
"YEA I WILL,2"
"THEREFORE ASK,1"
"LET US,2"
"FOR HE PUT DOWN,1"
"AND THEN AT THAT,1"
"NOW AFTER THE PEOPLE HAD,1"
"AND ALL THY CHILDREN SHALL,1"
"YEA I WILL VISIT,1"
"AND THEIR ARMIES,1"
"AND I KNOWING OF,1"
"AND THEY ALSO TOOK,2"
"NOW THE DECREES,1"
"BUT NOTWITHSTANDING THEIR RICHES,1"
"THEREFORE HE WAS CONSTRAINED TO,1"
"FOR BEHOLD THE LORD,9"
"IN TITHES AND,1"
"FOR BEHOLD OUT,1"
"BLESSED BE THE NAME OF,2"
"RETURN UNTO,1"
"BEHOLD ARE NOT,2"
"AND AS THEY CAME,1"
"AND WHEN WE,2"
"YEA BECAUSE I HAVE GOT,1"
"MOREOVER THE LORD,2"
"AND I CAUSED THAT,1"
"AND GREAT WAS,1"
"THE CHILDREN WHOM THOU,1"
"AND I TRUST,1"
"AND MAY THE,7"
"AND THEY JOURNEYED,1"
"I PAHORAN,1"
"ABOVE,1"
"WRITE THE THINGS WHICH,1"
"WHEREFORE BECAUSE OF THIS COVENANT,1"
"NOW THE GREATEST,1"
"BUT IF NOT,1"
"NOW THE KING CONFERRED,1"
"ALSO SAITH THE LORD,1"
"AND THEY DID CAST THEM,1"
"AND THE PEOPLE BEGAN TO,3"
"HEARKEN AND,1"
"YEA THE FIR TREES REJOICE,1"
"WILL YE REJECT THE,1"
"SAMUEL A LAMANITE PROPHESIES,1"
"AND NOW IF THE LORD,1"
"AND I DID TEACH,1"
"AND THERE WILL I,2"
"WILT,5"
"O THE GREATNESS OF,1"
"AND THEN I WILL CONFESS,1"
"HE WHO SMOTE THE PEOPLE,1"
"FOR BEHOLD THE TIME,2"
"WILL,4"
"AND THEY TRAVELED THROUGHOUT ALL,1"
"HE SENT FIERY FLYING,1"
"FOR MINE OWN,1"
"BUT BEHOLD THE PEOPLE WHO,1"
"BUT I GIVE UNTO,1"
"AND THE NEPHITES WERE,1"
"AND WHEN THEY SHALL,2"
"AND I LOOKED TO,1"
"AND THUS HE SHALL,1"
"AND IF YE HAD ALL,1"
"AND ALSO MY,1"
"AND AFTER I HAD SMITTEN,1"
"AND THE COW,2"
"THEREFORE WITH JOY SHALL,1"
"BUT HE DID NOT,1"
"YOUR,1"
"AND MANY CAME,1"
"AND WE DID COME TO,1"
"AND THE NEPHITES WOULD,1"
"FOR THE LAMANITES HAD TAKEN,1"
"THEN MY BRETHREN,1"
"BUT BEHOLD YE SHALL EXAMINE,1"
"AND HE FASTENED,1"
"AND THEN SHALL THEY KNOW,2"
"AND ALSO YE YOURSELVES,1"
"YEA A COMMANDMENT I,1"
"AND I SAY UNTO YOU,3"
"LOOK UNTO GOD,1"
"AND BEHOLD ALSO IF I,1"
"FOR I AM CALLED TO,1"
"FATHER THOU HAST GIVEN THEM,1"
"BUT AMMON SAID,3"
"BUT GIDGIDDONI SAITH UNTO,1"
"AND IN THE TWENTY AND,1"
"BUT AMMON SAID UNTO,3"
"THEREFORE WHAT TEACH,1"
"AND IS NOT,1"
"WHEREFORE MAN COULD,1"
"NOW THE EYES OF,1"
"NOW OF THIS THING YE,1"
"AND HIS HEART,1"
"AND WHO HATH BROUGHT,1"
"NOW GID AND,1"
"O ALL YE OLD MEN,1"
"BEHOLD I CAME INTO,1"
"AND WHEN THE LAMANITES SAW,2"
"AND WHOSOEVER OF THOSE WHO,1"
"FOR THOSE,2"
"AND THE CITY OF ZARAHEMLA,1"
"YEA JOSEPH,1"
"AND AS THESE PLATES ARE,1"
"FOR BEHOLD YE HAVE,1"
"AND HE ANSWERED NO NOW,1"
"AND SINCE THEY HAVE BEEN,1"
"AND THIS IS NOT ALL,3"
"THEREFORE ALL THINGS,2"
"AND KING BENJAMIN AGAIN OPENED,1"
"HAVE THEY NOT SAID,1"
"AND EVERY NATION WHICH,1"
"FOR BEHOLD AMMORON,1"
"BRETHREN,1"
"NEVERTHELESS THERE WERE MANY,1"
"IF SO,3"
"THEN SAID THE,2"
"THEREFORE HE HAD,2"
"BUT BEHOLD GREAT,1"
"THESE ARE THE,1"
"AND FORGIVE US OUR DEBTS,1"
"BUT BEHOLD IF YE,2"
"AND AS SURELY AS THE,1"
"ALSO I HEARD THE,1"
"THOU FOOL,1"
"AND I BEHELD MULTITUDES,1"
"NOW BEHOLD I SAY UNTO,2"
"AND THUS BEING EXCEEDINGLY,1"
"BEHOLD MY HEART CRIES WO,1"
"YEA AND WE ALSO,1"
"AND THE HUSBANDS,1"
"AND NOW THE LAMANITES,1"
"NOTWITHSTANDING THEY BELIEVED IN,1"
"AND THE MESSIAH,1"
"IF YE WILL,2"
"IN ME,1"
"BUT BEHOLD IT IS,4"
"THEN FLEW ONE OF THE,1"
"FOR WHAT SHEPHERD IS THERE,1"
"NOW THIS IS ACCORDING TO,1"
"NOW MORONI SEEING,1"
"AND ZEEZROM BEGAN TO INQUIRE,1"
"FOR BEHOLD TO ONE IS,1"
"NOW AS ALMA WAS,1"
"AND HE ALSO,27"
"RETURN UNTO ME AND,1"
"NOW THEY WERE DESIROUS,2"
"BUT GOD DID CALL,1"
"NOW THIS WAS A GREAT,3"
"AND BLESSED ARE THE MEEK,1"
"NOW MY SON I,3"
"BEHOLD THEY DO NOT DESIRE,1"
"AND THUS THREE HUNDRED AND,1"
"IS IT,3"
"AND IN ANOTHER PLACE,1"
"EVERY TREE,1"
"FOR HAVE NOT,1"
"COME OUT IN JUDGMENT,1"
"WITH,1"
"BEHOLD THOU ART NEPHI,1"
"YEA EVEN MY FATHER,1"
"NOW IF THERE WAS,1"
"YEA THEY COULD NOT,1"
"AND ALSO MANY OF THE,1"
"THEREFORE THUS SAITH THE LORD,3"
"IT IS,2"
"YEA BEHOLD THE,1"
"AND BEHOLD THE ROCKS,1"
"LITTLE CHILDREN CANNOT REPENT,1"
"O ALL YE OLD,1"
"BUT BEHOLD MY BELOVED,3"
"THEREFORE AS THEY HAD BECOME,1"
"AND WHOSOEVER DOETH THIS,2"
"IF YE HAVE HOW,1"
"AND FROM THIS TIME FORTH,1"
"NOW ALL,3"
"YEA AND MANY DID,1"
"NOW THIS WAS DONE IN,1"
"HE THAT ENDURETH TO,1"
"AND THEY HAD APPOINTED A,1"
"AND THEY WERE AMONG THE,1"
"AND RIPLAKISH WAS,1"
"AND WO BE UNTO HIM,1"
"AND COM WAS THE SON,2"
"AND CORIANTUMR WAS DISCOVERED BY,1"
"THEREFORE AMMON BECAME,1"
"IF YE,6"
"AND THY WILL O LORD,1"
"THEREFORE WITH JOY SHALL YE,1"
"AND THEY ARE THE WORDS,1"
"NOW THERE WERE,7"
"EVEN,3"
"AND THEY BROUGHT A RECORD,1"
"BEHOLD HE CREATED,1"
"O HOW MARVELOUS,1"
"AND SO IT,2"
"WO UNTO THE WICKED,1"
"AN ACCOUNT OF LEHI,1"
"MAY,1"
"NOW THIS WAS WISDOM,1"
"AND WE BEGAN,4"
"WHEREFORE I JACOB GAVE UNTO,1"
"AND WHOSO KNOCKETH,1"
"BUT IF NOT O HOUSE,1"
"AND WHEN THE DISCIPLES HAD,2"
"AND MORE OF,1"
"AND THERE WAS ONE,2"
"WO BE UNTO HIM,2"
"THE PEOPLE HAVING,1"
"FOR BEHOLD IT CAME,5"
"NAY BUT ON A,1"
"O THE GREATNESS OF THE,1"
"AND BEHOLD THE LAMANITES HAVE,1"
"NOW THIS GREAT LOSS,1"
"AND THE PEOPLE OF,3"
"BEHOLD THE FOWLS,1"
"BEHOLD I AM THE LAW,1"
"WHEREFORE ALL THOSE,1"
"AND MY PEOPLE WOULD,1"
"WHEREFORE WHEN I CAME THERE,1"
"FOR BY THIS NAME,1"
"AND THE SEATS,1"
"AWAKE MY SOUL NO LONGER,1"
"AND A SHIBLUM IS A,1"
"NOW BEHOLD THIS IS,1"
"AND HE SUFFERETH THIS THAT,1"
"AND NOW JOSEPH,1"
"HE COMMANDETH THAT THERE SHALL,1"
"MY SON BE FAITHFUL IN,1"
"AND BEHOLD WHEN THEY HAD,2"
"HE WAS TAKEN FROM PRISON,1"
"AND THE CHURCH,1"
"AND THERE BEING,1"
"WHEREFORE I MUST,1"
"AND WHILE THEY,4"
"AND ALSO IN,2"
"BEHOLD I SAY IS THERE,1"
"AND ALSO IT,2"
"WHEREFORE WE SPEAK,1"
"THE PROPHECY OF NEPHI THE,1"
"AND NOW THIS WAS ACCORDING,1"
